gender,gender_binary,age,weight(kg),height(m),BMI,BMR,calories_to_maintain_weight,activity_level,ideal_weight
F,0,27,66.00951272,1.631824149,24.78904609,1439.201,2158.8015,1.5,58.58270117
M,1,27,67.53499533,1.631152746,25.38280486,1623.206,2110.1678,1.3,58.53450418
M,1,27,67.75912558,1.63155612,25.45445246,1626.478,2765.0126,1.7,58.5634582
M,1,27,67.40570841,1.633136446,25.27270545,1622.426,2758.1242,1.7,58.67696233
M,1,27,68.10108927,1.632821391,25.54328188,1631.796,1958.1552,1.2,58.65432529
F,0,27,67.45791771,1.631281972,25.34981871,1453.014,2470.1238,1.7,58.54377919
M,1,27,68.10127808,1.63091184,25.60320251,1630.843,2446.2645,1.5,58.51721546
M,1,27,66.64290614,1.631642763,25.03247376,1611.229,2094.5977,1.3,58.56967833
F,0,27,67.99527084,1.63300155,25.49796462,1458.465,2479.3905,1.7,58.66726937
F,0,27,66.156759,1.632758255,24.81592369,1440.774,2449.3158,1.7,58.64978942
F,0,27,67.21391195,1.632263146,25.22776767,1450.838,2176.257,1.5,58.61422551
F,0,27,67.49217848,1.630770717,25.37859864,1453.256,2470.5352,1.7,58.50708889
F,0,27,66.09879746,1.631011775,24.84730926,1439.92,2159.88,1.5,58.52438702
M,1,27,67.49768817,1.632882574,25.31506167,1623.56,2760.052,1.7,58.65872101
F,0,27,67.93098309,1.632758064,25.48145512,1457.806,2478.2702,1.7,58.6497757
F,0,27,67.84655509,1.631032507,25.5036634,1456.702,2476.3934,1.7,58.52587486
M,1,27,66.28818679,1.633094659,24.85498029,1607.095,2410.6425,1.5,58.67395964
F,0,27,65.97757694,1.633080382,24.7389486,1439.108,2158.662,1.5,58.67293375
F,0,27,67.21290611,1.631695604,25.24494254,1450.732,2466.2444,1.7,58.57347197
F,0,27,68.04283,1.631707913,25.55627359,1458.702,2771.5338,1.9,58.57435569
F,0,27,67.29239683,1.631462028,25.28203669,1451.456,2757.7664,1.9,58.55670367
F,0,27,66.15780626,1.632138892,24.83515464,1440.679,2161.0185,1.5,58.60530198
F,0,27,66.59912654,1.63154589,25.01899995,1444.814,2167.221,1.5,58.56272381
M,1,27,67.4759592,1.631908751,25.33712443,1622.775,2109.6075,1.3,58.58877577
M,1,27,67.92779799,1.631820852,25.50953718,1628.921,1954.7052,1.2,58.58246445
M,1,27,65.97114025,1.632063494,24.76736984,1602.236,2403.354,1.5,58.59988747
F,0,27,67.34594525,1.632629253,25.26598916,1452.168,2759.1192,1.9,58.64052211
M,1,27,67.08640193,1.631005867,25.21874402,1616.987,2425.4805,1.5,58.52396304
M,1,27,68.12699082,1.631048536,25.60857644,1631.264,2773.1488,1.7,58.52702519
M,1,27,66.91339362,1.631068563,25.151774,1614.648,2421.972,1.5,58.52846246
M,1,27,67.83591317,1.630881158,25.50439612,1627.193,2440.7895,1.5,58.51501373
F,0,27,67.63099286,1.632951052,25.36293037,1454.959,2182.4385,1.5,58.66364104
F,0,27,67.25334088,1.631508483,25.2659243,1451.089,2176.6335,1.5,58.56003846
F,0,27,67.72266917,1.632534304,25.4102791,1455.768,2765.9592,1.9,58.63370158
F,0,27,66.02254297,1.632713727,24.76692903,1439.478,2159.217,1.5,58.64659052
F,0,27,68.04544755,1.632924695,25.51918268,1458.933,2480.1861,1.7,58.66174731
F,0,27,67.93783044,1.632383746,25.49571234,1457.808,2769.8352,1.9,58.62288727
M,1,27,66.68079482,1.632659238,25.01552766,1612.257,2418.3855,1.5,58.64267612
F,0,27,67.59456352,1.63316289,25.34269297,1454.646,2763.8274,1.9,58.67886256
F,0,27,66.15765526,1.630944021,24.87150095,1440.474,2160.711,1.5,58.51952479
F,0,27,67.25160024,1.632114712,25.24650491,1451.175,2757.2325,1.9,58.60356553
F,0,27,66.44451051,1.632558857,24.92995023,1443.502,2165.253,1.5,58.63546527
M,1,27,65.87844856,1.633048258,24.70275126,1601.459,2402.1885,1.5,58.67062549
M,1,27,66.64691635,1.630888675,25.05713576,1610.907,2416.3605,1.5,58.51555315
F,0,27,67.33202007,1.631685892,25.28998239,1451.874,2758.5606,1.9,58.5727747
M,1,27,68.10325168,1.631648561,25.58082837,1631.239,1957.4868,1.2,58.57009459
M,1,27,67.66553314,1.632806418,25.38037944,1625.821,2113.5673,1.3,58.65324957
F,0,27,68.07769746,1.632521028,25.543905,1459.174,2480.5958,1.7,58.63274795
F,0,27,65.81782522,1.63241357,24.69921414,1437.461,2443.6837,1.7,58.6250294
M,1,27,67.476721,1.631361514,25.3544121,1622.512,2433.768,1.5,58.54948857
M,1,28,67.84204701,1.631051727,25.50136778,1620.562,2430.843,1.5,58.5272542
M,1,28,68.18672602,1.632246034,25.59343596,1625.881,1951.0572,1.2,58.61299654
M,1,28,67.84283321,1.631332135,25.49289715,1620.713,2431.0695,1.5,58.54737976
F,0,28,67.85969295,1.632462623,25.463928,1452.372,2178.558,1.5,58.62855274
M,1,28,67.94218196,1.633192646,25.47209458,1623.004,2759.1068,1.7,58.68100082
F,0,28,67.29198738,1.632950306,25.23581982,1447.005,2170.5075,1.5,58.66358744
M,1,28,67.34605941,1.63293081,25.25670098,1614.706,2099.1178,1.3,58.66218667
F,0,28,67.62979208,1.633204182,25.35461882,1450.291,2465.4947,1.7,58.6818298
M,1,28,68.11258856,1.630932888,25.60679383,1624.209,2111.4717,1.3,58.51872587
F,0,28,65.97087937,1.632999452,24.73888917,1434.33,2438.361,1.7,58.66711863
M,1,28,67.60183814,1.632433753,25.36806683,1617.962,2426.943,1.5,58.62647907
F,0,28,66.1967591,1.631108648,24.88117851,1436.177,2154.2655,1.5,58.53133927
F,0,28,67.54740376,1.632737142,25.33822083,1449.42,2464.014,1.7,58.64827265
M,1,28,68.1262229,1.633004809,25.54696916,1625.432,1950.5184,1.2,58.66750354
M,1,28,67.62919373,1.632327719,25.38162941,1618.284,2427.426,1.5,58.61886321
F,0,28,67.16340363,1.631613057,25.22890214,1445.543,2168.3145,1.5,58.56754569
M,1,28,68.01264368,1.632602259,25.51695633,1623.674,2760.2458,1.7,58.63858299
F,0,28,66.85334736,1.631483004,25.1164381,1442.544,2163.816,1.5,58.55820943
F,0,28,66.2894123,1.631891863,24.892093,1437.2,2443.24,1.7,58.58756316
F,0,28,67.39577351,1.632406501,25.29158405,1447.909,2171.8635,1.5,58.62452166
F,0,28,67.84209111,1.631422613,25.48979076,1452.026,2468.4442,1.7,58.55387433
F,0,28,67.49712269,1.632154043,25.33745377,1448.839,2752.7941,1.9,58.60639004
M,1,28,66.66986681,1.632435454,25.01828586,1605.195,2407.7925,1.5,58.62660125
F,0,28,65.96328655,1.631150291,24.79215795,1433.943,2150.9145,1.5,58.53432798
M,1,28,67.17816619,1.632662769,25.20200919,1612.272,2418.408,1.5,58.64292978
M,1,28,67.86427962,1.632618565,25.46078456,1621.65,2108.145,1.3,58.63975433
F,0,28,67.85542635,1.631961544,25.47796532,1452.246,2759.2674,1.9,58.59256658
F,0,28,66.23164836,1.632918603,24.83913629,1436.82,2155.23,1.5,58.66130961
M,1,28,66.32636869,1.630877168,24.93697185,1599.71,2399.565,1.5,58.51472742
M,1,28,65.93025587,1.631031383,24.78335662,1594.36,2391.54,1.5,58.52579419
M,1,28,67.93675354,1.632190053,25.50135964,1622.429,2433.6435,1.5,58.60897612
M,1,28,66.98312985,1.630853277,25.18463465,1608.696,2413.044,1.5,58.51301304
M,1,28,67.17373662,1.632871192,25.19391459,1612.316,2096.0108,1.3,58.65790325
F,0,28,66.47930742,1.63140123,24.97841724,1438.94,2446.198,1.7,58.55233941
M,1,28,67.69183271,1.631427747,25.43317523,1618.692,2104.2996,1.3,58.55424286
F,0,28,66.51086348,1.631853344,24.97642838,1439.319,2446.8423,1.7,58.5847974
M,1,28,65.86519296,1.631015091,24.75939392,1593.461,2390.1915,1.5,58.524625
M,1,28,66.22958581,1.633087536,24.83322428,1599.489,2399.2335,1.5,58.67344781
M,1,28,67.91483743,1.632217134,25.49228708,1622.142,2757.6414,1.7,58.610921
F,0,28,67.82672427,1.630845768,25.50204812,1451.78,2177.67,1.5,58.51247422
F,0,28,66.10351034,1.632938363,24.79048016,1435.593,2153.3895,1.5,58.66272934
M,1,28,66.37192354,1.631837444,24.92473881,1600.814,2401.221,1.5,58.58365576
F,0,28,66.25399306,1.631878444,24.87920201,1436.858,2442.6586,1.7,58.58659963
F,0,28,67.65377339,1.633216415,25.36322954,1450.523,2175.7845,1.5,58.68270888
M,1,28,67.48945333,1.630747637,25.37829225,1615.579,2423.3685,1.5,58.50543282
F,0,28,67.56120898,1.633108179,25.33188482,1449.616,2174.424,1.5,58.67493113
F,0,28,66.85621884,1.630906902,25.13526507,1442.474,2163.711,1.5,58.51686111
M,1,28,66.84155293,1.631406171,25.11437241,1607.032,2089.1416,1.3,58.55269409
F,0,28,68.02719135,1.631316301,25.56266852,1453.785,2762.1915,1.9,58.54624323
F,0,28,66.84732503,1.632376341,25.08669501,1442.638,2163.957,1.5,58.62235541
M,1,28,67.5858686,1.633028494,25.34360403,1618.041,2427.0615,1.5,58.66920537
M,1,28,65.92235077,1.630889142,24.7847078,1594.181,2391.2715,1.5,58.51558666
F,0,28,67.96392616,1.630834773,25.553979,1453.096,2760.8824,1.9,58.51168525
F,0,28,66.86168408,1.631373228,25.12295089,1442.606,2163.909,1.5,58.5503294
F,0,28,67.81933172,1.63114642,25.48986947,1451.76,2177.64,1.5,58.53405016
F,0,28,65.88739033,1.632669944,24.7175551,1433.473,2150.2095,1.5,58.64344521
F,0,28,66.89966823,1.633215228,25.08055386,1443.283,2453.5811,1.7,58.68262358
F,0,28,68.05538844,1.631254641,25.57519753,1454.045,2181.0675,1.5,58.54181748
F,0,28,68.1780171,1.633133857,25.56235143,1455.542,2474.4214,1.7,58.67677629
M,1,28,67.35076004,1.631712437,25.29619811,1614.162,2098.4106,1.3,58.5746805
F,0,28,67.49620588,1.631082665,25.37040595,1448.648,2462.7016,1.7,58.52947452
M,1,28,66.65150896,1.631852267,25.02927717,1604.652,2086.0476,1.3,58.58472007
F,0,28,67.88609766,1.632460396,25.47390569,1452.625,2759.9875,1.9,58.62839278
M,1,28,67.55489645,1.631582847,25.37690015,1616.894,2425.341,1.5,58.56537691
M,1,28,66.40084695,1.632173188,24.92534281,1601.378,2402.067,1.5,58.60776494
F,0,28,66.24076134,1.632958468,24.84134102,1436.914,2442.7538,1.7,58.66417388
F,0,28,65.97706742,1.632116521,24.76798558,1434.24,2438.208,1.7,58.60369544
F,0,28,67.08682128,1.632666078,25.16763898,1444.987,2456.4779,1.7,58.64316749
M,1,28,66.58372936,1.630982571,25.0304972,1603.288,2084.2744,1.3,58.52229123
M,1,28,66.95117908,1.633045599,25.10507984,1609.354,2414.031,1.5,58.67043443
F,0,28,67.46440262,1.631440948,25.34731499,1448.403,2172.6045,1.5,58.55519047
F,0,28,66.57671702,1.633017605,24.96552151,1440.149,2160.2235,1.5,58.66842296
M,1,28,66.5672158,1.631833304,24.998204,1603.488,2405.232,1.5,58.5833585
F,0,28,67.62089094,1.632758795,25.36511437,1450.13,2465.221,1.7,58.64982822
F,0,28,66.6653759,1.6308209,25.0661593,1440.627,2449.0659,1.7,58.51068977
F,0,28,66.75259413,1.633159198,25.02713323,1441.862,2162.793,1.5,58.67859725
F,0,28,67.81254868,1.632956843,25.43083694,1452.003,2178.0045,1.5,58.66405712
M,1,28,67.5930904,1.631891666,25.3816385,1617.571,2426.3565,1.5,58.58754901
M,1,28,67.36348361,1.632722261,25.26968974,1614.841,2422.2615,1.5,58.64720359
M,1,28,67.06679861,1.631102187,25.20839736,1609.966,2414.949,1.5,58.53087558
F,0,28,68.09365641,1.631253091,25.58962727,1454.412,2181.618,1.5,58.54170623
M,1,28,66.22557391,1.6314341,24.8820787,1598.607,2397.9105,1.5,58.5546989
F,0,28,67.24229852,1.630982301,25.27807824,1446.193,2169.2895,1.5,58.52227186
M,1,28,67.01644747,1.630790271,25.19910861,1609.12,2413.68,1.5,58.50849198
F,0,28,67.4556686,1.632502639,25.31107946,1448.5,2752.15,1.9,58.63142706
M,1,28,67.59519565,1.633209491,25.34148373,1618.259,2427.3885,1.5,58.68221131
M,1,28,66.65293837,1.632554061,25.00829921,1605.022,2407.533,1.5,58.63512077
F,0,28,67.72772104,1.631704501,25.43802791,1450.976,2466.6592,1.7,58.57411073
F,0,28,67.51755381,1.632405879,25.3373038,1449.078,2753.2482,1.9,58.62447698
F,0,28,65.8294548,1.631100651,24.74336356,1432.65,2435.505,1.7,58.53076534
M,1,28,67.28276487,1.631411565,25.27998176,1613.08,2419.62,1.5,58.55308128
F,0,28,68.14004248,1.630938058,25.61695267,1454.804,2182.206,1.5,58.51909688
F,0,28,67.94905713,1.632024308,25.51115896,1453.155,2470.3635,1.7,58.59707352
M,1,28,67.71140565,1.63078085,25.46071664,1618.637,2427.9555,1.5,58.50781598
F,0,28,65.98293707,1.630864359,24.80824027,1434.083,2151.1245,1.5,58.51380826
F,0,28,68.17673562,1.632238066,25.58993595,1455.377,2474.1409,1.7,58.61242429
F,0,28,66.06938273,1.632210758,24.79977711,1435.142,2439.7414,1.7,58.61046309
F,0,28,67.42190677,1.63109643,25.34205076,1447.937,2461.4929,1.7,58.53046241
M,1,28,67.93529763,1.632942671,25.47731205,1622.785,2758.7345,1.7,58.66303887
M,1,28,66.47355718,1.63296081,24.92857168,1602.768,2404.152,1.5,58.66434215
F,0,28,67.63325873,1.630958015,25.42580727,1449.942,2174.913,1.5,58.52052903
M,1,28,67.56945838,1.630888638,25.4039836,1616.746,2425.119,1.5,58.51555049
F,0,28,67.02042701,1.632255675,25.15537619,1444.28,2166.42,1.5,58.61368895
F,0,28,66.15392665,1.632600392,24.81966037,1436.02,2154.03,1.5,58.63844888
F,0,28,67.74770562,1.632486739,25.42115437,1451.301,2467.2117,1.7,58.63028497
M,1,28,67.89373159,1.63182154,25.49672242,1621.655,2756.8135,1.7,58.58251384
M,1,28,68.05089904,1.631327209,25.57123524,1623.561,2435.3415,1.5,58.54702618
M,1,28,67.78635722,1.632130658,25.44675746,1620.338,2430.507,1.5,58.60471067
M,1,28,68.02711616,1.631616235,25.55324298,1623.38,2759.746,1.7,58.56777384
M,1,28,67.88820453,1.63163373,25.50051629,1621.485,2107.9305,1.3,58.56902984
F,0,28,67.99129699,1.631644624,25.53889939,1453.496,2180.244,1.5,58.56981194
F,0,28,67.9203155,1.632631048,25.481418,1452.982,2470.0694,1.7,58.64065106
F,0,28,67.01039619,1.631619173,25.17123856,1444.075,2166.1125,1.5,58.56798477
M,1,28,67.11794288,1.631471393,25.21620409,1610.852,2094.1076,1.3,58.55737594
M,1,28,67.86734793,1.631259328,25.50438538,1621.012,2755.7204,1.7,58.54215389
M,1,28,66.55461517,1.631232813,25.01187669,1603.015,2404.5225,1.5,58.54025078
F,0,28,67.46960252,1.632740049,25.30894607,1448.674,2462.7458,1.7,58.64848149
M,1,28,66.51714871,1.632707937,24.95264666,1603.239,2404.8585,1.5,58.64617457
M,1,28,67.89459763,1.633011686,25.45989648,1622.262,2757.8454,1.7,58.66799767
F,0,28,66.33470983,1.630887131,24.93980321,1437.464,2443.6888,1.7,58.51544235
M,1,28,66.89479332,1.632117555,25.11247077,1608.117,2090.5521,1.3,58.60376969
M,1,28,67.78385958,1.633204287,25.41237592,1620.841,2755.4297,1.7,58.68183735
M,1,28,67.99757061,1.63174132,25.53822885,1623.037,2109.9481,1.3,58.57675418
F,0,28,67.53654058,1.6315606,25.37069667,1449.116,2463.4972,1.7,58.56377981
M,1,28,67.93604003,1.63298124,25.476387,1622.814,2758.7838,1.7,58.66581006
F,0,28,66.07069779,1.631910221,24.80940613,1435.103,2439.6751,1.7,58.58888133
F,0,28,68.06414922,1.63208139,25.55258225,1454.27,2472.259,1.7,58.6011726
M,1,28,67.01173951,1.63132001,25.18097634,1609.321,2413.9815,1.5,58.54650945
F,0,28,67.72344483,1.631320979,25.44838334,1450.87,2756.653,1.9,58.546579
M,1,28,66.80436601,1.63125787,25.10496424,1606.449,2088.3837,1.3,58.54204925
F,0,28,68.15302714,1.632756797,25.56478532,1455.238,2182.857,1.5,58.64968468
M,1,28,67.62951298,1.630845576,25.42790501,1617.547,2102.8111,1.3,58.51246044
M,1,28,66.58460809,1.632287638,24.9908176,1603.953,2405.9295,1.5,58.61598453
F,0,28,66.17505553,1.632101859,24.84275725,1436.138,2441.4346,1.7,58.60264252
F,0,28,67.58135591,1.632370999,25.36233063,1449.684,2464.4628,1.7,58.62197172
M,1,28,67.10209728,1.63275165,25.17073119,1611.275,2416.9125,1.5,58.64931491
M,1,28,67.22643956,1.631548683,25.25457339,1612.377,2096.0901,1.3,58.56292431
M,1,28,66.98486354,1.631420809,25.16776685,1609.003,2413.5045,1.5,58.55374483
F,0,28,67.72338034,1.631818429,25.43284591,1450.954,2466.6218,1.7,58.58229047
F,0,28,66.07095227,1.631290492,24.82835556,1435.001,2439.5017,1.7,58.54439072
F,0,28,65.93007777,1.632705199,24.73250109,1433.889,2437.6113,1.7,58.64597787
F,0,28,67.63733157,1.633189591,25.3578985,1450.361,2465.6137,1.7,58.68078128
F,0,28,67.87396997,1.63306105,25.45062259,1452.61,2178.915,1.5,58.67154465
F,0,28,67.69730418,1.633011268,25.38592613,1450.906,2176.359,1.5,58.66796763
F,0,28,66.90109668,1.6311182,25.14562125,1442.941,2164.4115,1.5,58.53202481
M,1,28,66.30081787,1.630883223,24.92718033,1599.363,2399.0445,1.5,58.51516192
F,0,28,66.80475681,1.6317324,25.09051139,1442.12,2163.18,1.5,58.57611375
M,1,28,68.0985258,1.632721485,25.54544632,1624.911,2762.3487,1.7,58.64714785
M,1,28,66.24656735,1.630913506,24.90585877,1598.635,2397.9525,1.5,58.51733501
M,1,28,67.93504915,1.632506895,25.4908223,1622.564,2758.3588,1.7,58.63173277
F,0,28,68.06467673,1.631985471,25.55578408,1454.258,2181.387,1.5,58.59428471
F,0,28,67.38527228,1.632095732,25.29727426,1447.755,2461.1835,1.7,58.60220253
F,0,28,66.42493119,1.632532952,24.92339503,1438.61,2445.637,1.7,58.63360447
F,0,28,66.51923555,1.630956594,25.00704892,1439.247,2158.8705,1.5,58.52042705
F,0,28,66.3125033,1.631201627,24.92184158,1437.304,2443.4168,1.7,58.53801245
F,0,28,67.19360555,1.63131443,25.2494888,1445.782,2168.673,1.5,58.54610893
M,1,28,66.23864298,1.632004669,24.86959042,1599.072,2398.608,1.5,58.59566327
M,1,28,65.93091865,1.631070116,24.78242872,1594.389,2391.5835,1.5,58.52857391
M,1,28,67.45118615,1.631566329,25.33845456,1615.464,2100.1032,1.3,58.56419109
M,1,28,68.1984223,1.632354863,25.59441298,1626.096,1951.3152,1.2,58.62081277
M,1,28,67.03069356,1.630738122,25.20607738,1609.29,2413.935,1.5,58.5047501
F,0,28,68.10201032,1.632750671,25.54584014,1454.747,2182.1205,1.5,58.64924458
F,0,28,66.6920577,1.631612773,25.05185701,1441.018,2161.527,1.5,58.5675253
M,1,28,66.85953068,1.630940243,25.13548245,1607.046,2410.569,1.5,58.51925368
F,0,28,68.12793286,1.632503838,25.56329254,1454.954,2764.4126,1.9,58.63151318
F,0,28,67.403477,1.632184348,25.30136096,1447.945,2171.9175,1.5,58.60856641
M,1,28,66.78024108,1.630835483,25.1088995,1605.907,2408.8605,1.5,58.5117362
M,1,28,68.19030615,1.631194615,25.62778559,1625.405,2113.0265,1.3,58.53750918
M,1,28,68.01554348,1.632963117,25.50676737,1623.895,2760.6215,1.7,58.66450791
F,0,28,68.06561502,1.631633329,25.5671687,1454.208,2762.9952,1.9,58.56900105
M,1,28,66.8341582,1.632927313,25.06483072,1607.692,2411.538,1.5,58.66193541
M,1,28,67.94253557,1.632861264,25.48256715,1622.843,2109.6959,1.3,58.65718996
M,1,28,67.61373996,1.63193598,25.3880137,1617.876,2750.3892,1.7,58.59073094
F,0,28,66.06764088,1.632752608,24.7826662,1435.217,2152.8255,1.5,58.64938374
F,0,28,66.01000659,1.631869976,24.7878393,1434.514,2438.6738,1.7,58.58599161
M,1,28,66.74942284,1.631859455,25.06582544,1605.997,2408.9955,1.5,58.58523618
F,0,28,66.17492832,1.632206213,24.839533,1436.154,2154.231,1.5,58.61013668
F,0,28,66.57054799,1.632863627,24.96791644,1440.064,2448.1088,1.7,58.65735974
M,1,28,66.47940625,1.631183786,24.98511427,1601.96,2402.94,1.5,58.53673196
F,0,28,67.25240627,1.632545351,25.23348986,1446.556,2169.834,1.5,58.63449511
M,1,28,67.21260527,1.631917185,25.23797454,1612.371,2418.5565,1.5,58.58938137
F,0,28,68.09540986,1.63312752,25.53157718,1454.748,2473.0716,1.7,58.67632092
M,1,28,67.99997332,1.631030961,25.56138209,1622.715,2434.0725,1.5,58.52576391
F,0,28,67.37621571,1.632937491,25.26780368,1447.811,2461.2787,1.7,58.66266669
F,0,28,67.39942465,1.632227123,25.29851379,1447.913,2171.8695,1.5,58.61163838
F,0,28,67.62969085,1.632259544,25.38393629,1450.129,2755.2451,1.9,58.61396682
F,0,28,67.36667401,1.633185544,25.25655148,1447.762,2750.7478,1.9,58.68049046
F,0,28,67.95015403,1.633094668,25.47814024,1453.348,2470.6916,1.7,58.67396028
M,1,28,66.94918651,1.633034796,25.10466481,1609.321,2413.9815,1.5,58.66965819
F,0,28,67.47567923,1.632581701,25.31613577,1448.705,2752.5395,1.9,58.63710623
F,0,28,67.57601527,1.630807913,25.40896406,1449.367,2463.9239,1.7,58.50975788
F,0,28,66.27022005,1.63128111,24.90352353,1436.912,2442.7504,1.7,58.54371732
M,1,28,67.7162991,1.631088402,25.45295533,1618.857,2752.0569,1.7,58.52988625
F,0,28,67.14353116,1.631500035,25.22493191,1445.333,2167.9995,1.5,58.55943201
F,0,28,67.42250131,1.631594457,25.32680567,1448.027,2751.2513,1.9,58.56621039
F,0,28,66.986748,1.631869999,25.15462098,1443.891,2165.8365,1.5,58.58599326
F,0,28,66.39616939,1.63098628,24.95987517,1438.071,2444.7207,1.7,58.5225574
F,0,28,66.15938337,1.632845509,24.81425589,1436.114,2441.3938,1.7,58.65605804
M,1,28,67.62968218,1.631373967,25.41149939,1617.814,2750.2838,1.7,58.55038244
M,1,28,67.26728894,1.633016429,25.22451454,1613.67,2097.771,1.3,58.66833846
M,1,28,67.80754872,1.631039959,25.48876789,1620.083,2430.1245,1.5,58.52640965
F,0,28,66.32849745,1.632045409,24.90208337,1437.601,2443.9217,1.7,58.59858877
F,0,28,66.65534166,1.632575234,25.00855222,1440.829,2161.2435,1.5,58.63664168
F,0,28,66.7587893,1.632174436,25.05966777,1441.754,2162.631,1.5,58.60785457
F,0,28,66.33077014,1.631848184,24.90895652,1437.59,2156.385,1.5,58.5844269
F,0,28,66.32205117,1.632713785,24.87928128,1437.653,2156.4795,1.5,58.64659468
M,1,28,66.40943363,1.632125366,24.93002691,1601.472,2402.208,1.5,58.60433063
M,1,28,68.18920272,1.633025813,25.56992849,1626.305,2439.4575,1.5,58.66901273
F,0,28,66.69154472,1.631685202,25.04944034,1441.025,2449.7425,1.7,58.57272517
M,1,28,67.04769991,1.632235003,25.1662502,1610.271,2415.4065,1.5,58.61220431
M,1,28,67.8992985,1.632557249,25.47583622,1622.099,2108.7287,1.3,58.63534977
F,0,28,66.73260731,1.632688348,25.03407256,1441.59,2450.703,1.7,58.64476732
F,0,28,65.95543652,1.631670046,24.77341724,1433.956,2150.934,1.5,58.57163706
M,1,28,67.44577553,1.631998595,25.32300214,1615.606,2423.409,1.5,58.59522711
F,0,28,65.99349283,1.632532461,24.76152931,1434.468,2438.5956,1.7,58.6335692
M,1,28,67.70916429,1.631773973,25.42889273,1619.103,2752.4751,1.7,58.57909858
M,1,28,67.79860458,1.631769667,25.46261738,1620.326,2106.4238,1.3,58.57878942
M,1,28,66.99692594,1.631832227,25.15960769,1609.374,2092.1862,1.3,58.58328118
F,0,28,66.03849128,1.63287432,24.76803912,1434.958,2152.437,1.5,58.65812799
F,0,28,68.1734834,1.631597988,25.60879615,1455.237,2473.9029,1.7,58.56646388
F,0,28,66.01397057,1.631135135,24.81166849,1434.427,2438.5259,1.7,58.53324023
M,1,28,67.59757349,1.632708493,25.35793024,1618.041,2427.0615,1.5,58.64621451
